 Roman Hamrlik,NYR,16,1
 Mike Lundin,OTT,11,1
 Ryan White,MON,25,1
 Steve Downie,COL,2,1
 Brendan Mikkelson,TAM,4,1
 Mattias Tedenby,NJD,4,1
 Joe Finley,NYI,16,1
 Jay Rosehill,PHI,10,1
 Andreas Nodl,CAR,8,1
 Derek Meech,WPG,16,1
 Patrick Kaleta,BUF,34,1
 Colton Sceviour,DAL,1,1
 Jamie Langenbrunner,STL,4,1
 Brett Carson,CGY,10,1
 Andrew Alberts,VAN,23,1
 David Rundblad,PHO,8,1
 Colby Robak,FLA,16,1
 Derek Smith,CGY,22,1
 Cody Goloubef,COB,11,1
 Anton Babchuk,CGY,7,1
 Matt Kassian,OTT,14,1
 Tom Wandell,DAL,17,1
 Brandon McMillan,PHO,6,1
 Jeremy Morin,CHI,2,1
 Luke Adam,BUF,4,1
 Brett Clark,MIN,8,1
 Rickard Rakell,ANA,4,0
 Steven Pinizzotto,VAN,11,0
 Dmitrij Jaskin,STL,2,0
 Andrej Sustr,TAM,2,0
 Nick Holden,COB,2,0
 Frank Corrado,VAN,2,0
 J.T. Wyman,TAM,1,0
 Nicklas Jensen,VAN,2,0
 Chad Ruhwedel,BUF,6,0
 Andreas Lilja,PHI,3,0
 Mark Scheifele,WPG,4,0
 Drew LeBlanc,CHI,1,0
 Matt Pelech,SAN,2,0
 Trevor Smith,PIT,1,0
 Andrew Gordon,VAN,6,0
 Mike Blunden,MON,5,0
 Harri Pesonen,NJD,4,0
 Darroll Powe,NYR,41,0
 Michael Caruso,FLA,2,0
 Ryan Murphy,CAR,4,0
 Nicolas Blanchard,CAR,8,0
 Jake Dowell,MIN,1,0
 Brett Sutter,CAR,3,0
 John Scott,BUF,33,0
 Sean Collins,COB,5,0
 Mike Angelidis,TAM,1,0
 Jordan Hendry,ANA,2,0
 Chris Brown,PHO,5,0
 Tim Sestito,NJD,6,0
 Derek Joslin,VAN,1,0
 Darren Helm,DET,1,0
 Matt Konan,PHI,1,0
 Marc-Andre Gragnani,CAR,1,0
 Greg Pateryn,MON,3,0
 Brian Lee,TAM,22,0
 Nick Petrecki,SAN,1,0
 Jan Mursak,DET,2,0
 Mark Eaton,PIT,22,0
 Nick Drazenovic,COB,8,0
 Manny Malhotra,VAN,9,0
 Jonathan Audy-Marchessault,COB,2,0
 Scott Laughton,PHI,5,0
 Cameron Schilling,WAS,1,0
 Eric Boulton,NYI,14,0
 Chris Summers,PHO,6,0
 Theo Peckham,EDM,4,0
 Ben Street,CGY,5,0
 Zenon Konopka,MIN,35,0
 Devante Smith-Pelly,ANA,6,0
 Ryan Spooner,BOS,4,0
 Christian Thomas,NYR,1,0
 Alex Petrovic,FLA,5,0
 Bill Sweatt,VAN,1,0
 Mike Komisarek,TOR,4,0
 Patrice Cormier,WPG,10,0
 Johan Larsson,BUF,1,0
 Mark Stone,OTT,4,0
 Joonas Rask,NAS,1,0
 Bracken Kearns,SAN,1,0
 Scott Timmins,FLA,5,0
 Alexander Urbom,NJD,1,0
 Cody McCormick,BUF,8,0
 Matt Ellis,BUF,6,0
 Quinton Howden,FLA,17,0
 Michal Jordan,CAR,5,0
 Chris VandeVelde,EDM,11,0
 Jared Staal,CAR,1,0
 Eric Gelinas,NJD,1,0
 Eric Selleck,FLA,1,0
 Mark Barberio,TAM,2,0
 Brandon Bollig,CHI,23,0
